"행정구역별(읍면동)","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"홍천군","내국인-계[명]","명","66126","65622","65895","65842","65216","65341",
"홍천군","내국인-남자[명]","명","33668","33409","33561","33599","33291","33532",
"홍천군","내국인-여자[명]","명","32458","32213","32334","32243","31925","31809",
"홍천군","외국인-계[명]","명","1064","1169","1273","1335","1418","1246",
"홍천군","외국인-남자[명]","명","617","704","770","748","799","644",
"홍천군","외국인-여자[명]","명","447","465","503","587","619","602",
"홍천군","가구-계[가구]","가구","27190","27614","28339","28691","28728","29533",
"홍천군","일반가구[가구]","가구","26823","27220","27902","28314","28356","29207",
"홍천군","집단가구[가구]","가구","60","40","50","49","46","42",
"홍천군","외국인가구[가구]","가구","307","354","387","328","326","284",
"홍천군","주택-계[호]","호","27228","27664","28731","29106","29593","30099",
"홍천군","단독주택[호]","호","17533","17771","18099","18402","18753","19072",
"홍천군","아파트[호]","호","7210","7386","7978","8017","8034","8216",
"홍천군","연립주택[호]","호","1385","1401","1464","1492","1521","1522",
"홍천군","다세대주택[호]","호","482","498","558","556","629","627",
"홍천군","비거주용 건물내 주택[호]","호","618","608","632","639","656","662",
"홍천군","주택이외의 거처[호]","호","714","737","801","888","894","966",
"횡성군","총인구[명]","명","42669","42927","43211","44116","44431","44649",
"횡성군","남자[명]","명","21519","21720","21839","22417","22615","22760",
"횡성군","여자[명]","명","21150","21207","21372","21699","21816","21889",
"횡성군","내국인-계[명]","명","41889","42085","42418","43275","43422","43737",
"횡성군","내국인-남자[명]","명","21053","21193","21382","21941","22052","22282",
"횡성군","내국인-여자[명]","명","20836","20892","21036","21334","21370","21455",
"횡성군","외국인-계[명]","명","780","842","793","841","1009","912",
"횡성군","외국인-남자[명]","명","466","527","457","476","563","478",
"횡성군","외국인-여자[명]","명","314","315","336","365","446","434",
"횡성군","가구-계[가구]","가구","17339","17659","18180","18843","19162","19775",
"횡성군","일반가구[가구]","가구","17113","17421","17933","18612","18912","19524",
"횡성군","집단가구[가구]","가구","38","29","31","32","27","30",
"횡성군","외국인가구[가구]","가구","188","209","216","199","223","221",
"횡성군","주택-계[호]","호","17754","17797","18546","19529","19741","20098",
"횡성군","단독주택[호]","호","13040","13079","13480","13910","14196","14515",
"횡성군","아파트[호]","호","3491","3490","3838","4361","4361","4361",
"횡성군","연립주택[호]","호","387","387","389","413","375","378",
"횡성군","다세대주택[호]","호","481","499","500","504","465","488",
"횡성군","비거주용 건물내 주택[호]","호","355","342","339","341","344","356",
"횡성군","주택이외의 거처[호]","호","521","640","733","761","765","812",
"영월군","총인구[명]","명","36967","37019","36934","36762","36332","36282",
"영월군","남자[명]","명","18902","19043","19006","18977","18696","18690",
"영월군","여자[명]","명","18065","17976","17928","17785","17636","17592",
"영월군","내국인-계[명]","명","36498","36551","36469","36277","35813","35891",
"영월군","내국인-남자[명]","명","18712","18850","18822","18785","18483","18562",
"영월군","내국인-여자[명]","명","17786","17701","17647","17492","17330","17329",
"영월군","외국인-계[명]","명","469","468","465","485","519","391",
"영월군","외국인-남자[명]","명","190","193","184","192","213","128",
"영월군","외국인-여자[명]","명","279","275","281","293","306","263",
"영월군","가구-계[가구]","가구","16022","16266","16522","16752","16730","17175",
"영월군","일반가구[가구]","가구","15918","16163","16406","16642","16608","17069",
"영월군","집단가구[가구]","가구","28","18","23","19","21","19",
"영월군","외국인가구[가구]","가구","76","85","93","91","101","87",
"영월군","주택-계[호]","호","16509","16673","16970","17404","17171","17343",
"영월군","단독주택[호]","호","11367","11466","11655","11662","11425","11442",
"영월군","아파트[호]","호","3308","3359","3455","3907","3908","4056",
"영월군","연립주택[호]","호","690","690","700","665","658","658",
"영월군","다세대주택[호]","호","780","786","786","792","792","793",
"영월군","비거주용 건물내 주택[호]","호","364","372","374","378","388","394",
"영월군","주택이외의 거처[호]","호","428","531","614","624","569","605",
"평창군","총인구[명]","명","40427","40470","40264","40025","39657","39258",
"평창군","남자[명]","명","20711","20808","20670","20497","20341","19979",
"평창군","여자[명]","명","19716","19662","19594","19528","19316","19279",
"평창군","내국인-계[명]","명","39857","39928","39715","39465","39002","38603",
"평창군","내국인-남자[명]","명","20398","20530","20404","20260","20051","19698",
"평창군","내국인-여자[명]","명","19459","19398","19311","19205","18951","18905",
"평창군","외국인-계[명]","명","570","542","549","560","655","655",
"평창군","외국인-남자[명]","명","313","278","266","237","290","281",
"평창군","외국인-여자[명]","명","257","264","283","323","365","374",
"평창군","가구-계[가구]","가구","17288","17460","17620","17801","17963","18519",
"평창군","일반가구[가구]","가구","17099","17269","17409","17612","17758","18305",
"평창군","집단가구[가구]","가구","21","21","23","23","24","20",
"평창군","외국인가구[가구]","가구","168","170","188","166","181","194",
"평창군","주택-계[호]","호","19459","19923","20075","21175","21396","21801",
"평창군","단독주택[호]","호","12103","12069","12263","12479","12529","12613",
"평창군","아파트[호]","호","4544","4546","4455","5302","5398","5697",
"평창군","연립주택[호]","호","1402","1890","1897","1923","1933","1917",
"평창군","다세대주택[호]","호","937","961","990","995","1053","1084",
"평창군","비거주용 건물내 주택[호]","호","473","457","470","476","483","490",
"평창군","주택이외의 거처[호]","호","577","672","688","721","723","798",
"정선군","총인구[명]","명","36701","36233","36002","35580","35255","34524",
"정선군","남자[명]","명","18976","18765","18776","18582","18390","17916",
"정선군","여자[명]","명","17725","17468","17226","16998","16865","16608",
"정선군","내국인-계[명]","명","36366","35890","35652","35216","34816","34128",
"정선군","내국인-남자[명]","명","18865","18651","18667","18470","18256","17808",
"정선군","내국인-여자[명]","명","17501","17239","16985","16746","16560","16320",
"정선군","외국인-계[명]","명","335","343","350","364","439","396",
"정선군","외국인-남자[명]","명","111","114","109","112","134","108",
"정선군","외국인-여자[명]","명","224","229","241","252","305","288",
"정선군","가구-계[가구]","가구","15474","15448","15466","15638","15707","16375",
"정선군","일반가구[가구]","가구","15353","15347","15360","15539","15595","16275",
"정선군","집단가구[가구]","가구","26","14","17","17","21","20",
"정선군","외국인가구[가구]","가구","95","87","89","82","91","80",
"정선군","주택-계[호]","호","16326","16285","16476","16507","16994","17137",
"정선군","단독주택[호]","호","10040","9998","10105","10087","10062","10175",
"정선군","아파트[호]","호","5132","5100","5098","5126","5605","5604",
"정선군","연립주택[호]","호","330","330","379","379","379","408",
"정선군","다세대주택[호]","호","384","424","454","474","494","496",
"정선군","비거주용 건물내 주택[호]","호","440","433","440","441","454","454",
"정선군","주택이외의 거처[호]","호","491","507","540","559","540","603",
"철원군","총인구[명]","명","46025","45433","44770","44346","43520","43042",
"철원군","남자[명]","명","24692","24256","23792","23485","22869","22489",
"철원군","여자[명]","명","21333","21177","20978","20861","20651","20553",
"철원군","내국인-계[명]","명","45201","44527","43831","43314","42433","42098",
"철원군","내국인-남자[명]","명","24194","23706","23202","22860","22217","21950",
"철원군","내국인-여자[명]","명","21007","20821","20629","20454","20216","20148",
"철원군","외국인-계[명]","명","824","906","939","1032","1087","944",
"철원군","외국인-남자[명]","명","498","550","590","625","652","539",
"철원군","외국인-여자[명]","명","326","356","349","407","435","405",
"철원군","가구-계[가구]","가구","18949","18854","18073","17423","17090","17244",
"철원군","일반가구[가구]","가구","18654","18526","17710","17064","16770","16968",
"철원군","집단가구[가구]","가구","30","18","27","27","21","16",
"철원군","외국인가구[가구]","가구","265","310","336","332","299","260",
"철원군","주택-계[호]","호","15588","16222","16287","16364","16579","16673",
"철원군","단독주택[호]","호","9307","9421","9346","9360","9258","9272",
"철원군","아파트[호]","호","4072","4578","4686","4668","4947","4957",
"철원군","연립주택[호]","호","977","993","995","995","1001","1001",
"철원군","다세대주택[호]","호","783","806","820","899","921","977",
"철원군","비거주용 건물내 주택[호]","호","449","424","440","442","452","466",
